species,x,y
Acer pseudoplatanus,-2.8545298576355,54.6217727661133
Quercus ilex,4.72162342071533,44.0581016540527
Fagus sylvatica,-2.42454886436462,52.0537147521973
Picea abies,25.57785987854,64.0239486694336
Pinus sylvestris,26.7928638458252,59.2960166931152
Pinus halepensis,-1.99317800998688,38.4912147521973
Pinus pinea,-6.46423435211182,37.6904144287109
Pinus sylvestris,25.912446975708,67.1248245239258
Abies alba,8.2651891708374,48.7902984619141
Pinus sylvestris,-0.905070722103119,42.8507690429688
Picea abies,7.49672937393188,49.7204780578613
Pinus nigra,-2.54705929756165,38.3649711608887
Pinus sylvestris,22.3107070922852,62.1095657348633
Quercus petraea,1.85142493247986,47.2839660644531
Quercus pubescens,2.44608855247498,42.9109840393066
Pinus sylvestris,6.67206525802612,52.7761116027832
Pinus pinaster,0.271890312433243,44.2238273620605
Abies alba,0.944746017456055,42.6789932250977
Fagus sylvatica,17.2951469421387,50.009105682373
Pinus sylvestris,-2.53004622459412,57.2609329223633
Quercus petraea,-2.15622138977051,48.0255317687988
Pinus sylvestris,18.0902214050293,49.4400520324707
Picea abies,12.4903364181519,48.1099166870117
Quercus faginea,-3.1389319896698,41.3690414428711
Quercus robur,21.0255870819092,51.0362968444824
Quercus ilex,-6.01371192932129,37.9801254272461
Acer pseudoplatanus,14.5838947296143,47.1773071289063
Picea abies,23.3522357940674,61.0109710693359
Pinus sylvestris,23.624885559082,56.6347007751465
Fagus sylvatica,7.24888277053833,48.7068367004395
Pinus sylvestris,-3.95541191101074,56.7409248352051
Pinus radiata,-2.3226330280304,43.0067558288574
Fagus sylvatica,9.82690525054932,49.6580772399902
Abies procera,9.20072174072266,56.3155822753906
Pinus contorta,-5.00967121124268,57.0346488952637
Quercus petraea,21.7546920776367,48.4603500366211
Pinus sylvestris,15.7257070541382,61.5138702392578
Acer pseudoplatanus,10.0644502639771,51.2494888305664
Quercus ilex,6.25751066207886,43.4658851623535
Quercus faginea,-0.887509107589722,42.6888656616211
Acer tataricum,26.1090202331543,44.6289520263672
Pinus sylvestris,12.912693977356,49.8366584777832
Picea abies,-3.83528327941895,55.5475234985352
Quercus petraea,13.7839012145996,50.4725112915039
Fagus sylvatica,-2.80067944526672,42.9199600219727
Quercus faginea,0.703899443149567,42.0212631225586
Picea abies,17.3394012451172,50.1597366333008
Pinus sylvestris,-3.07051014900208,42.3465766906738
Picea abies,12.2644510269165,47.8627395629883
Quercus ilex,-5.14192724227905,36.9831275939941
Quercus pyrenaica,-4.66482353210449,40.3377647399902
Pinus sylvestris,18.8710880279541,65.2916488647461
Quercus ilex,-0.549133479595184,38.7619743347168
Pinus halepensis,1.91056036949158,41.8809509277344
Pinus sylvestris,-3.35472702980042,51.0486602783203
Quercus pyrenaica,-3.22909355163574,41.8962860107422
Picea abies,24.7765579223633,63.4936561584473
Quercus ilex,2.50639581680298,41.9454879760742
Pinus sylvestris,8.57141780853271,58.9000091552734
Quercus ilex,-2.78250694274902,39.8802490234375
Pinus nigra,-1.30077946186066,42.7890701293945
Picea abies,17.0558891296387,64.4996795654297
Acer opalus,2.65773677825928,42.2921409606934
Fagus sylvatica,9.59818649291992,48.8480491638184
Quercus rubra,10.5746202468872,48.4784545898438
Pinus sylvestris,21.6427230834961,61.0595512390137
Fagus sylvatica,4.84716415405273,48.1166114807129
Pinus pinaster,-0.815149247646332,40.3743286132813
Picea abies,14.680118560791,49.8315086364746
Pinus sylvestris,25.9943332672119,64.5510635375977
Fagus sylvatica,10.626012802124,48.2622451782227
Pinus mugo,9.69299221038818,46.7064628601074
Picea sitchensis,-6.18392086029053,55.8440704345703
Pinus sylvestris,17.9380168914795,65.8397216796875
Pinus sylvestris,-4.21081209182739,51.9687385559082
Acer campestre,4.62651681900024,46.5004386901855
Quercus ilex,-2.66837024688721,41.667896270752
Quercus pubescens,1.47671103477478,41.8721313476563
Pinus sylvestris,22.0821495056152,57.9498748779297
Pinus nigra,1.68285381793976,42.0437889099121
Pinus pinaster,1.29237520694733,44.7952308654785
Pinus sylvestris,17.3801498413086,58.76220703125
Pinus contorta,-6.11741209030151,56.6249961853027
Quercus robur,-2.98967099189758,51.8557090759277
Abies procera,9.26717281341553,56.2171058654785
Picea abies,8.52809906005859,46.3095550537109
Quercus ilex,-6.46101713180542,37.8661689758301
Picea abies,26.2343559265137,61.0615348815918
Pinus pinaster,-5.25860548019409,37.9671974182129
Pinus pinaster,-8.10879421234131,39.8093643188477
Quercus robur,4.62533044815063,48.4305953979492
Pinus nigra,-2.68431329727173,38.236888885498
Pinus sylvestris,18.5529899597168,49.0711364746094
Picea abies,24.8796634674072,64.0093536376953
Quercus petraea,15.889684677124,48.8913955688477
Pinus nigra,-1.83850359916687,39.8173179626465
Picea abies,7.67464733123779,47.1411399841309
Acer campestre,-0.912304580211639,43.4868316650391
Pinus sylvestris,19.7231922149658,46.2291679382324
Quercus robur,-1.37059307098389,51.1162490844727
Acer campestre,20.4896621704102,47.9802436828613
Quercus suber,-6.35877323150635,37.588981628418
Pinus sylvestris,-4.02689790725708,40.7981147766113
Quercus robur,14.5936794281006,50.8166198730469
Pinus sylvestris,2.11873435974121,45.1053848266602
Pinus sylvestris,18.3880786895752,64.6350860595703
Pinus strobus,14.6935253143311,48.8940811157227
Picea abies,10.3634872436523,63.012809753418
Fagus sylvatica,16.0662231445313,47.0773468017578
Pinus halepensis,1.78197813034058,41.5800018310547
Pinus sylvestris,9.77177906036377,63.310604095459
Pinus nigra,-3.42311549186707,42.2724800109863
Acer pseudoplatanus,11.8608551025391,55.5494689941406
Quercus petraea,23.8956737518311,46.8588409423828
Pinus halepensis,-1.15707325935364,39.6881828308105
Pinus nigra,-4.5659236907959,42.6616973876953
Pinus pinaster,-6.70361471176147,42.6400680541992
Quercus pubescens,6.24893236160278,43.7907066345215
Picea sitchensis,-4.64597606658936,58.1578826904297
Acer campestre,0.894590020179749,42.3657569885254
Pinus pinaster,-7.74027872085571,43.327693939209
Acer campestre,1.34383821487427,47.5341835021973
Quercus petraea,10.8553199768066,51.4171562194824
Picea abies,8.85916423797607,58.5698852539063
Pinus sylvestris,14.8450736999512,50.6352233886719
Picea abies,23.5643539428711,47.4305229187012
Quercus robur,10.9395599365234,49.9061050415039
Pinus pinaster,-8.13465118408203,42.2423706054688
Pinus mugo,8.20777606964111,55.7841835021973
Pinus nigra,-2.17491388320923,40.8990783691406
Quercus robur,16.7865428924561,46.9261245727539
Fagus sylvatica,11.5775337219238,53.5759124755859
Pinus nigra,1.16273701190948,42.0355682373047
Fagus sylvatica,-0.792338490486145,43.2449340820313
Quercus ilex,-6.3987021446228,37.8954811096191
Quercus robur,-2.77302169799805,51.7703590393066
Fagus sylvatica,6.50460147857666,46.8934669494629
Quercus robur,2.8621141910553,48.4300765991211
Pinus pinaster,-8.61236953735352,38.6581954956055
Fagus sylvatica,-4.06618595123291,43.0622177124023
Quercus petraea,5.61086988449097,47.8433227539063
Picea abies,11.0189514160156,59.7043991088867
Fagus sylvatica,8.37698459625244,55.5437469482422
Pinus contorta,20.6616287231445,63.9880981445313
Pinus sylvestris,0.392364263534546,42.3008346557617
Quercus robur,24.9788665771484,46.1082229614258
Pinus halepensis,-1.2024747133255,39.7468223571777
Pinus sylvestris,26.3516387939453,67.5491027832031
Picea abies,10.3886861801147,48.911060333252
Pinus sylvestris,24.3873271942139,57.1694068908691
Pinus sylvestris,12.5107355117798,59.9826850891113
Fagus sylvatica,6.17777395248413,46.6931076049805
Pinus nigra,-0.980343103408813,40.0276260375977
Picea sitchensis,-2.48343229293823,55.206298828125
Pinus pinaster,-4.84545850753784,40.2920074462891
Acer campestre,20.1056060791016,48.3609085083008
Quercus robur,11.7250757217407,50.8411178588867
Pinus sylvestris,10.0810966491699,60.2750205993652
Quercus suber,2.57083582878113,41.7144966125488
Picea abies,10.0960359573364,59.1952667236328
Quercus robur,-1.78969061374664,52.8372497558594
Fagus sylvatica,-0.761554062366486,51.1111488342285
Abies alba,6.31517028808594,45.8414497375488
Pinus halepensis,-2.09081649780273,40.2794532775879
Quercus pyrenaica,-5.85060405731201,40.335262298584
Quercus robur,3.24845767021179,47.0638084411621
Pinus sylvestris,4.0444540977478,45.6298522949219
Quercus petraea,13.6205215454102,49.6272468566895
Quercus petraea,7.48905277252197,50.1341247558594
Pinus sylvestris,12.8060474395752,50.1542358398438
Pinus sylvestris,10.953293800354,59.2549858093262
Quercus cerris,8.43713855743408,44.5146675109863
Fagus sylvatica,19.9258689880371,48.930061340332
Picea abies,11.2923126220703,60.8363418579102
Picea abies,22.8081302642822,67.060302734375
Picea abies,16.2331600189209,47.4244194030762
Pinus sylvestris,15.578296661377,48.5557708740234
Quercus petraea,8.27152347564697,48.2145004272461
Quercus robur,11.0587787628174,52.7457275390625
Quercus robur,0.233659714460373,50.9821968078613
Picea abies,15.1297626495361,49.3434944152832
Picea abies,25.7968635559082,62.504280090332
Acer pseudoplatanus,10.9564599990845,50.7511444091797
Pinus pinaster,-5.39056825637817,36.5647964477539
Quercus ilex,-4.01922607421875,39.0947456359863
Acer opalus,6.17113542556763,46.4224395751953
Quercus ilex,-2.01825928688049,39.3291969299316
Pinus halepensis,-2.718022108078,38.2323799133301
Quercus ilex,-6.16116714477539,37.6785125732422
Pinus sylvestris,23.5947456359863,63.5478782653809
Quercus pyrenaica,-6.88577747344971,40.1604499816895
Quercus robur,0.0829523205757141,51.2139091491699
Quercus suber,-7.72462320327759,42.4547119140625
Acer pseudoplatanus,0.069728709757328,51.9374694824219
Abies alba,13.7064304351807,48.5710411071777
Quercus cerris,14.9990062713623,41.3857002258301
Picea abies,19.880542755127,60.2553939819336
Quercus petraea,14.4866342544556,50.4426689147949
Quercus pyrenaica,-3.78043699264526,41.4188194274902
Pinus sylvestris,27.2814464569092,62.8948974609375
Picea abies,23.346097946167,60.8833389282227
Picea sitchensis,-4.92477226257324,56.1919593811035
Fagus sylvatica,-0.983576416969299,51.5530281066895
Pinus sylvestris,22.4232215881348,57.1435470581055
Acer pseudoplatanus,1.94747424125671,49.045093536377
Picea abies,7.74768924713135,50.877010345459
Quercus ilex,-2.06761336326599,38.7104759216309
Picea abies,27.8003387451172,67.9215545654297
Picea abies,27.4508323669434,63.2469177246094
Pinus sylvestris,21.5241394042969,62.0817108154297
Picea abies,13.1837768554688,60.6717643737793
Picea abies,26.37233543396,61.9884948730469
Fagus sylvatica,10.6816244125366,51.3373985290527
Pinus sylvestris,25.7963180541992,65.409423828125
Pinus pinaster,-3.0565505027771,37.1229705810547
Acer campestre,22.179235458374,46.0756072998047
Quercus robur,10.0075874328613,53.8017959594727
Acer pseudoplatanus,8.02921581268311,46.8239669799805
Pinus sylvestris,24.5495357513428,54.8076858520508
Quercus robur,4.08650064468384,49.9992294311523
Quercus robur,-0.959326982498169,51.5734634399414
Quercus ilex,12.2505617141724,43.1664085388184
Pinus pinea,-4.6499137878418,41.2935218811035
Quercus ilex,-0.00636377790942788,40.6515655517578
Quercus pyrenaica,-3.15405130386353,42.3904457092285
Quercus ilex,-2.69813132286072,43.3617095947266
Pinus pinaster,-2.96479249000549,41.8031768798828
Pinus sylvestris,28.4002494812012,65.4082336425781
Fagus sylvatica,8.83579444885254,49.4093894958496
Quercus robur,10.0627698898315,50.0088806152344
Quercus robur,25.3287048339844,44.8853530883789
Picea abies,22.358190536499,61.5022315979004
Quercus pubescens,8.48179817199707,40.4049491882324
Quercus rubra,-2.20710229873657,43.0481147766113
Quercus robur,-7.52470684051514,42.9968757629395
Pinus nigra,-6.48380470275879,41.8122253417969
Pinus sylvestris,-1.58088517189026,42.9577026367188
Picea abies,5.71976947784424,46.206958770752
Pinus pinaster,-8.52262115478516,42.2445373535156
Abies alba,7.4530291557312,47.3613090515137
Quercus ilex,-5.04010152816772,40.005054473877
Picea abies,20.5780181884766,48.9152030944824
Picea sitchensis,-4.09637403488159,56.3596801757813
Quercus ilex,-4.3540997505188,41.584358215332
Pinus pinaster,-8.22299957275391,42.6877136230469
Picea abies,13.3061227798462,46.3857612609863
Quercus suber,-6.70960474014282,37.8407897949219
Pinus sylvestris,25.707935333252,63.8443489074707
Pinus sylvestris,23.8665027618408,62.9629249572754
Picea abies,16.6282901763916,59.9254531860352
Picea abies,10.8045215606689,45.9112968444824
Quercus petraea,6.61704635620117,49.5986061096191
Picea abies,8.35806083679199,48.4497909545898
Pinus sylvestris,12.2095031738281,60.0237426757813
Pinus sylvestris,4.67844581604004,52.6860389709473
Picea sitchensis,-3.68541193008423,55.6278991699219
Pinus sylvestris,25.2756004333496,63.5830192565918
Abies grandis,12.7760763168335,53.1948089599609
Picea abies,9.56930446624756,60.8324928283691
Picea abies,7.67572689056396,47.7084426879883
Acer campestre,3.14491820335388,45.2136764526367
Picea sitchensis,-4.54598903656006,55.1924209594727
Picea abies,27.216854095459,59.1319274902344
Quercus faginea,-4.4423360824585,38.1964797973633
Acer campestre,11.5630035400391,44.063663482666
Quercus ilex,2.5257248878479,42.0829544067383
Picea abies,16.2443809509277,50.3873329162598
Pinus pinaster,-1.14894866943359,43.8069686889648
Quercus robur,3.53454399108887,47.207706451416
Quercus robur,0.710462689399719,44.699592590332
Pinus nigra,-1.99082696437836,40.1274185180664
Pinus pinea,-5.40183782577515,41.7660522460938
Picea abies,29.6231670379639,64.3378372192383
Fagus sylvatica,14.8994054794312,53.4829330444336
Pinus sylvestris,6.37230730056763,52.8123893737793
Pinus sylvestris,-3.47457528114319,41.0219612121582
Abies alba,22.6587924957275,49.4159812927246
Quercus robur,2.96377992630005,47.6057319641113
Fagus sylvatica,-1.36799430847168,51.5705490112305
Picea abies,15.9328279495239,61.4152565002441
Picea abies,17.9561195373535,49.2146797180176
Pinus nigra,1.1349925994873,42.1420822143555
Pinus pinaster,2.67295718193054,41.9668807983398
Quercus ilex,-5.08959197998047,40.1626014709473
Pinus contorta,9.21362018585205,55.6775131225586
Quercus robur,26.0192203521729,44.5420150756836
Pinus sylvestris,12.9115037918091,59.4436798095703
Pinus mugo,1.54298806190491,42.177303314209
Pinus sylvestris,24.6451263427734,63.0733528137207
Quercus robur,-7.48356628417969,42.9027137756348
Quercus ilex,-3.50455069541931,42.1975250244141
Picea abies,6.00405168533325,45.6949081420898
Picea abies,7.82885980606079,58.8632583618164
Abies alba,13.2398996353149,47.8562774658203
Quercus robur,24.8508377075195,54.5886154174805
Picea abies,9.02289772033691,56.3233451843262
Quercus robur,-3.64333868026733,55.9247398376465
Quercus robur,-0.965419948101044,43.1081275939941
Quercus ilex,-4.27555751800537,37.1930236816406
Quercus petraea,19.3755874633789,47.954532623291
Pinus contorta,-6.39026260375977,57.437313079834
Picea abies,17.8958301544189,63.1895065307617
Quercus ilex,-6.23788452148438,37.757453918457
Pinus sylvestris,0.228125512599945,42.484935760498
Fagus sylvatica,9.97630882263184,55.4462814331055
Pinus sylvestris,24.3515739440918,56.9902534484863
Picea abies,24.7584991455078,61.8470764160156
Quercus ilex,-6.69982814788818,42.7142791748047
Pinus sylvestris,28.3488101959229,64.521354675293
Picea abies,15.9128484725952,64.5007858276367
Fagus sylvatica,-2.57621169090271,42.6835861206055
Pinus sylvestris,26.7170829772949,64.4897689819336
Quercus petraea,2.20007801055908,47.2644157409668
Picea abies,16.8055191040039,50.0665664672852
Quercus robur,-7.90142250061035,42.4599609375
Quercus robur,1.28784656524658,49.113094329834
Picea abies,10.1218347549438,51.2853965759277
Acer pseudoplatanus,13.4105186462402,49.3997573852539
Pinus pinaster,-1.06079351902008,43.9029350280762
Picea abies,15.5880146026611,47.7887153625488
Picea abies,16.3030033111572,61.7704162597656
Pinus canariensis,-17.8123531341553,28.7679424285889
Pinus halepensis,-1.46467959880829,38.4373588562012
Quercus robur,22.4391193389893,58.4366683959961
Fagus sylvatica,16.4170055389404,46.9216499328613
Quercus suber,-5.35130929946899,39.616268157959
Pinus halepensis,-1.84528565406799,38.3085098266602
Pinus pinaster,-4.56167364120483,42.7447242736816
Quercus rubra,6.75823545455933,52.8144493103027
Picea abies,12.0372190475464,47.5251045227051
Fagus sylvatica,8.04268264770508,47.8686485290527
Fagus sylvatica,6.52963590621948,49.6589584350586
Quercus robur,4.59464454650879,52.4030303955078
Quercus robur,-4.25678539276123,50.7436408996582
Acer pseudoplatanus,12.6538152694702,43.1296272277832
Fagus sylvatica,3.66058969497681,45.724983215332
Picea abies,16.8304004669189,61.1408042907715
Picea abies,25.7629928588867,62.3832206726074
Acer pseudoplatanus,10.2083787918091,48.1918411254883
Pinus halepensis,2.90931820869446,42.8356971740723
Picea sitchensis,-4.45117712020874,57.9776153564453
Pinus sylvestris,25.3012256622314,61.7265701293945
Pinus halepensis,-1.49834990501404,39.4291229248047
Pinus sylvestris,7.36736297607422,52.5596199035645
Fagus sylvatica,7.26021003723145,49.9759178161621
Pinus mugo,0.305600494146347,42.6105499267578
Fagus sylvatica,-5.78252696990967,42.8812141418457
Pinus sylvestris,12.8852939605713,53.929615020752
Picea abies,13.1223669052124,64.9500350952148
Pinus sylvestris,17.495174407959,63.3365592956543
Acer campestre,6.55914688110352,46.6609153747559
Quercus suber,-8.21779918670654,40.1861190795898
Pinus sylvestris,-4.66614151000977,57.6147575378418
Pinus sylvestris,17.2985172271729,48.6002197265625
Quercus petraea,-0.582470417022705,47.1909255981445
Pinus nigra,-1.95409739017487,39.9949493408203
Picea abies,28.4652366638184,64.4702682495117
Picea abies,13.7537612915039,50.8019905090332
Abies alba,8.26831817626953,48.7003707885742
Pinus sylvestris,17.3971405029297,53.9293479919434
Quercus pyrenaica,-6.09174060821533,40.5254974365234
Quercus pyrenaica,-3.3219678401947,43.1356163024902
Quercus suber,-7.28948497772217,39.397346496582
Pinus contorta,-9.78781414031982,53.724925994873
Pinus sylvestris,19.8508453369141,64.8523712158203
Quercus robur,1.2495721578598,43.1050987243652
Picea abies,8.4500150680542,48.9729537963867
Quercus suber,6.62872505187988,43.2349052429199
Quercus robur,4.78156185150146,48.2307243347168
Pinus pinaster,-7.88335752487183,42.8505554199219
Picea abies,27.4332828521729,63.1327705383301
Picea abies,10.2396554946899,50.5121307373047
Quercus petraea,0.984199643135071,48.9622764587402
Quercus pubescens,2.25217032432556,42.5156135559082
Pinus pinaster,-8.54997539520264,39.1423683166504
Pinus radiata,-2.69618225097656,43.124755859375
Fagus sylvatica,5.01789379119873,47.6105995178223
Quercus robur,5.33039855957031,49.4356155395508
Acer pseudoplatanus,5.54098796844482,46.6415481567383
Quercus petraea,-4.48859310150146,42.9017601013184
Abies alba,12.8214244842529,49.2270812988281
Quercus pyrenaica,-5.31829595565796,42.7329330444336
Pinus sylvestris,8.10695362091064,58.1926612854004
Pinus sylvestris,26.0465202331543,62.4497184753418
Acer pseudoplatanus,7.62252330780029,51.378101348877
Abies alba,5.45459318161011,48.3956718444824
Picea abies,23.7693939208984,62.0628776550293
Quercus pyrenaica,-6.68009614944458,40.3802833557129
Quercus pyrenaica,-7.6003303527832,41.5364418029785
Pinus sylvestris,25.6098232269287,62.7179489135742
Quercus robur,8.88746547698975,52.529541015625
Pinus canariensis,-15.6062870025635,27.9290542602539
Picea abies,7.65174865722656,46.4741020202637
Quercus rubra,6.70769214630127,52.8940238952637
Picea abies,7.63508415222168,50.0113143920898
Picea abies,15.7084951400757,47.1870498657227
Quercus robur,13.6591377258301,53.8909606933594
Fagus sylvatica,7.949059009552,49.5226783752441
Picea abies,24.900707244873,47.3727569580078
Abies alba,25.0660533905029,47.2444763183594
Picea abies,27.996753692627,67.667106628418
Pinus sylvestris,5.05549430847168,44.8152809143066
Fagus sylvatica,5.14086246490479,45.433177947998
Pinus pinea,-3.65512943267822,38.3589134216309
Pinus pinaster,-7.60424757003784,43.5450325012207
Quercus robur,12.3304786682129,49.3013229370117
Quercus pyrenaica,0.758840262889862,45.0212745666504
Picea abies,14.2920846939087,49.5406913757324
Fagus sylvatica,7.37237787246704,51.2288398742676
Picea abies,9.4677848815918,47.0162162780762
Pinus nigra,-4.86126708984375,42.4534454345703
Pinus sylvestris,8.43472576141357,56.4883651733398
Pinus sylvestris,23.1528987884521,60.8921432495117
Quercus ilex,-5.37720823287964,38.0307502746582
Picea abies,8.05141067504883,46.9324417114258
Picea abies,7.74102878570557,50.4272079467773
Quercus pubescens,0.855942964553833,45.1295394897461
Picea abies,23.6574897766113,56.3799743652344
Quercus petraea,15.9535093307495,49.8709144592285
Pinus sylvestris,5.78392219543457,51.668140411377
Quercus petraea,13.889045715332,49.5192909240723
Acer pseudoplatanus,0.410590291023254,52.1287879943848
Picea sitchensis,-5.87947559356689,56.4985237121582
Quercus pubescens,-1.86912369728088,42.8513793945313
Pinus sylvestris,13.9497299194336,52.1003532409668
Quercus ilex,-4.29464817047119,40.182014465332
Pinus pinea,2.07738327980042,41.712833404541
Quercus robur,5.30027675628662,49.4613838195801
Pinus sylvestris,15.3237771987915,58.857967376709
Pinus sylvestris,21.8272247314453,47.4342842102051
Quercus cerris,14.4330787658691,41.6478385925293
Pinus sylvestris,25.9385795593262,66.4069671630859
Quercus ilex,-4.05142498016357,40.6938514709473
Pinus sylvestris,1.67297565937042,42.1155700683594
Pinus sylvestris,26.0595722198486,65.2258148193359
Fagus sylvatica,-1.77537333965302,53.9385032653809
Picea abies,26.0877056121826,60.8474502563477
Pinus sylvestris,24.1051349639893,63.041919708252
Pinus nigra,13.7054357528687,50.3715744018555
Picea pungens,16.3045635223389,49.1393394470215
Quercus ilex,-2.39558005332947,42.7059860229492
Pinus sylvestris,14.7886867523193,49.2414207458496
Quercus petraea,1.39775478839874,47.1312217712402
Quercus ilex,-1.24539947509766,39.0480613708496
Quercus ilex,11.1864824295044,43.3197135925293
Pinus sylvestris,-4.69336748123169,42.6247978210449
Picea sitchensis,-8.24696636199951,54.8662223815918
Quercus petraea,2.50370812416077,42.1629180908203
Quercus suber,-5.47189807891846,36.6249847412109
Quercus ilex,2.15392971038818,41.7733192443848
Picea abies,6.98879528045654,47.3764724731445
Picea abies,15.8069982528687,47.8314399719238
Quercus pubescens,23.5243110656738,44.1592140197754
Quercus robur,9.06806373596191,52.3513412475586
Pinus sylvestris,0.106350637972355,42.5548439025879
Fagus sylvatica,8.10853576660156,44.2025260925293
Picea sitchensis,-3.80149960517883,52.7023506164551
Picea sitchensis,-2.52171540260315,55.5303688049316
Pinus sylvestris,19.8587093353271,60.3659172058105
Fagus sylvatica,9.06114292144775,49.8701400756836
Picea abies,-2.42699003219604,55.7401390075684
Pinus sylvestris,-0.294815808534622,42.6055755615234
Fagus sylvatica,14.1094980239868,49.8356170654297
Pinus sylvestris,14.2223262786865,49.5343170166016
Pinus halepensis,-4.83940029144287,41.6226997375488
Picea abies,20.0918140411377,64.5273208618164
Fagus sylvatica,-1.16432082653046,48.394660949707
Quercus petraea,24.7204303741455,45.0284767150879
Pinus radiata,-3.31384301185608,43.1001510620117
Abies nordmanniana,9.89576435089111,56.0483818054199
Pinus sylvestris,12.4267797470093,53.3731460571289
Picea abies,21.6131114959717,66.2457733154297
Pinus sylvestris,14.6081609725952,49.0778198242188
Fagus sylvatica,3.53729867935181,46.8647384643555
Quercus pyrenaica,-6.16388940811157,42.8113555908203
Acer pseudoplatanus,3.63642549514771,50.119213104248
Quercus ilex,-1.96581816673279,43.0222396850586
Quercus robur,-3.8101441860199,51.9711952209473
Picea abies,9.10984134674072,49.4928283691406
Picea sitchensis,-6.57735967636108,57.3583106994629
Quercus ilex,-4.47923994064331,38.1265563964844
Picea sitchensis,-2.60453629493713,55.1850090026855
Fagus sylvatica,10.1625547409058,50.638126373291
Quercus robur,5.19977140426636,52.257942199707
Quercus robur,-5.84733438491821,56.8977127075195
Pinus halepensis,-3.08282208442688,37.6787033081055
Quercus ilex,-5.59649515151978,37.8290939331055
Pinus pinea,-4.6818265914917,41.5270729064941
Quercus ilex,2.44407963752747,41.6686973571777
